DIPID	UniProtKB AC
DIP-40272N	Q9BY44
DIP-60886N	Q72500
DIP-60989N	Q4JIM5
DIP-36822N	P04198
DIP-47508N	Q9H6T3
DIP-60996N	Q9CQJ2
DIP-52900N	Q5JRX3
DIP-46677N	P09467
DIP-61026N	P0CF65
DIP-61029N	P28472
DIP-46750N	Q9Y3I0
DIP-29180N	Q9JHD2
DIP-61048N	Q17R98
DIP-61049N	Q6ZWQ0
DIP-47460N	Q9BTC8
DIP-61031N	Q8IWT0
DIP-61053N	Q9UGM1
DIP-61073N	B2L3N7
DIP-32953N	Q13428
DIP-61077N	P25774
DIP-61079N	O15551
DIP-53826N	Q7Z6B7
DIP-61080N	P52306
DIP-45974N	Q15672
DIP-31071N	P05480
DIP-42855N	P04234
DIP-57522N	Q13255
DIP-61097N	Q9BX69
DIP-27518N	O43353
DIP-61099N	P35408
DIP-44132N	Q9Y3B4
DIP-27538N	Q9H9Y6
DIP-27616N	O15446
DIP-29013N	Q9BWU1
DIP-36237N	P49769
DIP-36801N	P21673
DIP-61114N	O60356
DIP-5929N	P62826
DIP-38189N	P55036
DIP-35058N	P43487
DIP-37617N	Q9P2W9
DIP-61119N	P24001
DIP-61120N	P09919
DIP-32521N	P04406
DIP-39855N	P42226
DIP-38247N	P51812
DIP-41406N	Q7Z6G8
DIP-41844N	P28223
DIP-61135N	Q13084
DIP-36377N	P78559
DIP-38298N	O96000
DIP-29043N	P53041
DIP-308N	P15104
DIP-34898N	Q96HC4
DIP-50397N	Q9UM07
DIP-5873N	P46092
DIP-61146N	P0DSV7
DIP-61146N	P0DSV8
DIP-61149N	Q77DR8
DIP-61149N	Q9YP87
DIP-61148N	O95715
DIP-61147N	O57300
DIP-5914N	O43927
DIP-61157N	O15503
DIP-2417N	P15873
DIP-35261N	Q70YC5
DIP-41973N	Q9Y5W3
DIP-41776N	P06492
DIP-50218N	Q9Y5M8
DIP-61160N	B1INP5
DIP-38372N	O15530
DIP-50059N	P14324
DIP-61112N	P06726
DIP-29690N	O43929
DIP-378N	P00772
DIP-61167N	P40223
DIP-35691N	P43034
DIP-33488N	Q86XR7
DIP-61183N	Q9UBK8
DIP-57223N	O54967
DIP-61204N	Q9UBD9
DIP-31247N	Q9Y448
DIP-46861N	Q9NTG7
DIP-61210N	Q9QXG4
DIP-47396N	Q49AN0
DIP-29403N	Q99081
DIP-56722N	Q07832
DIP-41029N	Q62799
DIP-42003N	Q9NQC3
DIP-61226N	Q9H244
DIP-61231N	P43356
DIP-61245N	O14595
DIP-61246N	Q9GZU7
DIP-61247N	O15194
DIP-778N	P49847
DIP-36676N	P62258
DIP-27584N	P27348
DIP-27566N	Q04917
DIP-33406N	P61981
DIP-33841N	P26038
DIP-40973N	P97820
DIP-61260N	Q8ZMM8
DIP-40658N	Q15109
DIP-5763N	Q01279
DIP-61262N	O10647
DIP-32979N	P07237
DIP-31452N	P10827
DIP-43752N	P63058
DIP-61264N	P18113
DIP-36424N	O60500
DIP-53627N	Q01664
DIP-33281N	Q9Z0G0
DIP-32562N	O88513
DIP-40550N	P01583
DIP-39983N	P51608
DIP-38004N	Q9Y6K1
DIP-61278N	Q9QR71
DIP-6109N	P55273
DIP-36652N	O95271
DIP-50234N	P58546
DIP-40986N	Q9UKL3
DIP-61287N	Q8NFG4
DIP-47495N	Q86YS3
DIP-61289N	P84085
DIP-47494N	O75154
DIP-61291N	Q00195
DIP-47448N	Q28181
DIP-34433N	O14641
DIP-46922N	Q96AQ6
DIP-32504N	O14776
DIP-61301N	Q5ZVS2
DIP-40060N	Q05639
DIP-61302N	P23771
DIP-38260N	Q9UQL6
DIP-61303N	Q9UL17
DIP-29412N	P54274
DIP-38050N	P49674
DIP-56602N	Q16526
DIP-56603N	O15534
DIP-44071N	Q86X55
DIP-39974N	P54619
DIP-34466N	Q15654
DIP-29119N	P36507
DIP-38739N	P42225
DIP-61319N	P48436
DIP-48532N	Q9Y3E7
DIP-39599N	Q8AZK7
DIP-36616N	P30154
DIP-31608N	Q86VP6
DIP-29749N	P37198
DIP-61333N	Q86YL7
DIP-61336N	Q70E73
DIP-61267N	P27930
DIP-40722N	P57078
DIP-41872N	P11716
DIP-30894N	O75582
DIP-53661N	Q9Y4C1
DIP-61343N	Q9NYG8
DIP-61356N	Q86SE9
DIP-38921N	Q6P1X5
DIP-50179N	P22392
DIP-61360N	Q8IWT6
DIP-61361N	Q6P9F7
DIP-41412N	P09132
DIP-50905N	Q9UHB9
DIP-61366N	Q784Z8
DIP-61367N	Q05823
DIP-47297N	P56962
DIP-61355N	Q8WXX7
DIP-36666N	Q04726
DIP-50946N	Q9BYE7
DIP-50826N	Q14CX7
DIP-36235N	P14923
DIP-47395N	Q9UNS1
DIP-53658N	Q9BVW5
DIP-27580N	P33993
DIP-31471N	Q13503
DIP-32920N	P24863
DIP-41174N	P12978
DIP-44919N	Q8IY57
DIP-47606N	Q9P2R6
DIP-34241N	P53778
DIP-61403N	P97953
DIP-61356N	Q86SE9
DIP-61403N	P97953
DIP-52325N	Q9Y3Q4
DIP-40449N	Q12923
DIP-40722N	P57078
DIP-40722N	P57078
DIP-38004N	Q9Y6K1
DIP-38004N	Q9Y6K1
DIP-30996N	Q99962
DIP-30996N	Q99962
DIP-30996N	Q99962
DIP-30996N	Q99962
DIP-30996N	Q99962
DIP-30996N	Q99962
DIP-30996N	Q99962
DIP-30996N	Q99962
DIP-30996N	Q99962
DIP-61336N	Q70E73
DIP-61336N	Q70E73
DIP-61336N	Q70E73
DIP-5976N	P35462
DIP-29814N	P05161
DIP-38195N	P62136
DIP-44289N	P41220
DIP-35238N	Q9UJW3
DIP-31701N	O94986
DIP-53597N	Q9C0C7
DIP-53597N	Q9C0C7
DIP-53597N	Q9C0C7
DIP-53597N	Q9C0C7
DIP-31607N	Q9Y297
DIP-31607N	Q9Y297
DIP-59920N	Q60793
DIP-33951N	P01116
DIP-41844N	P28223
DIP-33561N	Q01105
DIP-49052N	Q9H492
DIP-31164N	Q07021
DIP-40367N	P48729
DIP-35196N	O75385
DIP-35196N	O75385
DIP-36707N	Q13950
DIP-45974N	Q15672
DIP-31002N	P29350
DIP-33584N	P40763
DIP-33584N	P40763
DIP-50397N	Q9UM07
DIP-40392N	P22736
DIP-40392N	P22736
DIP-40392N	P22736
DIP-32890N	P62807
DIP-60913N	Q9Y5U4
DIP-33606N	Q92878
DIP-32492N	P42858
DIP-39974N	P54619
DIP-35196N	O75385
DIP-27566N	Q04917
DIP-38195N	P62136
DIP-39974N	P54619
DIP-44226N	O75379
DIP-47494N	O75154
DIP-59907N	P28324
DIP-29844N	P17844
DIP-37875N	O14686
DIP-31265N	O76064
DIP-31265N	O76064
DIP-31265N	O76064
DIP-31265N	O76064
DIP-31265N	O76064
DIP-38515N	P97784
DIP-38517N	Q9R194
DIP-38515N	P97784
DIP-38517N	Q9R194
DIP-33103N	P35579
DIP-33103N	P35579
DIP-38919N	Q12830
DIP-515N	P35221
DIP-515N	P35221
DIP-37562N	Q9UKE5
DIP-29753N	P10636
DIP-27566N	Q04917
DIP-27584N	P27348
DIP-34476N	Q9C005
DIP-29419N	Q9ULD9
DIP-58547N	Q8IYB4
DIP-49946N	Q5VT06
DIP-32982N	O00629
DIP-29297N	P31345
DIP-61381N	P11226
DIP-61382N	P48740
DIP-61398N	Q6IQ20
DIP-32004N	Q9QXS1
DIP-38839N	P26045
DIP-31053N	P55258
DIP-61407N	Q8BMD2
DIP-42002N	P61007
DIP-57045N	Q14493
DIP-61412N	B2RQC6
DIP-61413N	Q9NR97
DIP-61416N	P48735
DIP-29614N	Q6P2Q9
DIP-41110N	Q13422
DIP-56975N	Q9UKT9
DIP-44692N	P08651
DIP-61433N	O00712
DIP-32711N	Q86V81
DIP-5343N	Q07478
DIP-61456N	Q9Y5N1
DIP-33275N	P39052
DIP-34766N	Q99963
DIP-61453N	P18089
DIP-61454N	P51436
DIP-56282N	P08172
DIP-61455N	P08173
DIP-41996N	P35367
DIP-61459N	Q8TDQ0
DIP-61462N	Q9CZW6
DIP-52730N	Q9NTX7
DIP-42723N	Q9UMW8
DIP-39401N	Q13362
DIP-61480N	Q8NBW4
DIP-61486N	Q9BUH6
DIP-5878N	P78423
DIP-56134N	O60337
DIP-44050N	P57789
DIP-32111N	Q5SQX6
DIP-34767N	P13796
DIP-54492N	O14735
DIP-33131N	Q03001
DIP-46631N	Q92614
DIP-53521N	Q96SW2
DIP-47435N	P61421
DIP-33600N	P30048
DIP-61365N	P31941
DIP-31166N	Q9H0D6
DIP-32941N	Q9NR30
DIP-50415N	P54577
DIP-61508N	Q6P988
DIP-61511N	O00755
DIP-61520N	O75762
DIP-61528N	F1MNN4
DIP-27613N	Q969H0
DIP-61530N	Q5T4F4
DIP-60600N	Q9BQS8
DIP-61535N	Q9H0F7
DIP-52779N	Q8TEP8
DIP-50901N	Q96P16
DIP-61537N	Q9NQG5
DIP-31155N	Q5VT52
DIP-53576N	O60306
DIP-56636N	Q9ULR0
DIP-31646N	Q9HCS7
DIP-34757N	Q9UNP9
DIP-29164N	Q15459
DIP-61544N	Q96NB3
DIP-41229N	Q92673
DIP-61545N	Q93KQ6
DIP-47052N	Q923E4
DIP-41874N	O43255
DIP-43883N	Q9NRM7
DIP-57845N	Q76N32
DIP-34578N	Q9NRY4
DIP-144N	P20936
DIP-42325N	P62714
DIP-27521N	Q99759
DIP-39827N	Q9UM47
DIP-61568N	Q2F862
DIP-61571N	F4HZB2
DIP-61572N	Q9SJF3
DIP-61575N	P21554
DIP-61577N	Q9H6L5
DIP-35597N	Q9H0R8
DIP-56781N	Q8NC44
DIP-61578N	Q86VR2
DIP-35050N	O95166
DIP-61581N	Q96MW7
DIP-33198N	P61254
DIP-61596N	E0VIU9
DIP-50187N	P19532
DIP-31245N	P60866
DIP-61608N	Q6ZVN8
DIP-61607N	Q6NW40
DIP-32026N	P97798
DIP-58084N	Q9Y5R6
DIP-108N	P32851
DIP-60542N	Q91YI1
DIP-61424N	Q2N0S6
DIP-60109N	Q9CPX6
DIP-61322N	Q9D8B3
DIP-61621N	E2RJV1
DIP-35389N	P35240
DIP-52337N	P16298
DIP-47622N	Q5EG47
DIP-61626N	Q15561
DIP-34360N	P28347
DIP-35684N	Q8IUQ4
DIP-61628N	Q96JG6
DIP-59352N	Q5VIR6
DIP-61627N	Q9P1Q0
DIP-61633N	P26687
DIP-52724N	Q96B02
DIP-40185N	Q96CG3
DIP-35100N	O14777
DIP-36119N	Q9BZD4
DIP-56150N	Q9UK61
DIP-56224N	Q99549
DIP-61663N	Q8R1H0
DIP-52332N	Q9H0X9
DIP-35607N	P16410
DIP-57562N	Q9H7M9
DIP-42267N	Q9UBF8
DIP-32926N	Q9Y2X3
DIP-32939N	Q8IXW5
DIP-40645N	O60832
DIP-61482N	O43504
DIP-47433N	P21281
DIP-39885N	Q9UM13
DIP-56844N	Q9H0U6
DIP-31507N	P62753
DIP-56878N	A6NKD9
DIP-60562N	Q9UID3
DIP-32975N	O95831
DIP-35754N	Q8NBT2
DIP-35753N	Q9HBM1
DIP-33098N	P63010
DIP-39353N	Q02218
DIP-31636N	Q7Z6J0
DIP-27579N	O95163
DIP-53227N	Q9H9T3
DIP-52741N	Q9NYG5
DIP-61021N	P60006
DIP-31152N	P46777
DIP-33177N	P23396
DIP-39736N	Q9Y478
DIP-50657N	Q99594
DIP-56422N	Q15836
DIP-61763N	Q15465
DIP-44806N	P49662
DIP-61775N	P57764
DIP-36244N	Q9UQ16
DIP-36358N	Q92522
DIP-36359N	P16403
DIP-50407N	Q9NZU0
DIP-31225N	Q01831
DIP-61773N	O75311
DIP-32978N	Q9UMS4
DIP-29025N	Q9WUL7
DIP-57013N	Q96G28
DIP-36887N	P02454
DIP-44126N	Q15116
DIP-61500N	O75417
DIP-1064N	P01108
DIP-37618N	O75044
DIP-41592N	P98171
DIP-33034N	Q9Y6N7
DIP-34542N	Q96RU8
DIP-42262N	Q64729
DIP-27567N	P51784
DIP-34532N	P25118
DIP-34962N	Q60855
DIP-33804N	P21580
DIP-37435N	O89110
DIP-51264N	Q9Y4E5
DIP-45232N	Q9JM54
DIP-32341N	P20029
DIP-2725N	P38890
DIP-40642N	P33981
DIP-61851N	Q8R455
DIP-30844N	O60784
DIP-61860N	Q6ZVM7
DIP-61861N	Q96AQ8
DIP-40736N	P03255
DIP-45143N	P06788
DIP-42428N	P02730
DIP-61874N	Q91WS2
DIP-38410N	Q96MS0
DIP-61889N	Q13637
DIP-60520N	P57729
DIP-34999N	P70191
DIP-35656N	Q80TQ2
DIP-29811N	O88522
DIP-54883N	Q9QZL0
DIP-29807N	O08734
DIP-35299N	P26231
DIP-39768N	Q9NYV4
DIP-50081N	O75909
DIP-46409N	P51151
DIP-34800N	Q13573
DIP-43752N
DIP-40768N
DIP-60819N
DIP-951N
DIP-36422N
DIP-38367N
DIP-59920N
DIP-46456N
DIP-899N
DIP-32456N
DIP-59658N
DIP-43883N
DIP-31053N
DIP-40945N
DIP-29196N
DIP-29014N
DIP-31265N
DIP-29787N
DIP-29807N
DIP-31555N
DIP-31457N
DIP-39763N
DIP-37898N
DIP-53227N
DIP-24067N
DIP-59079N
DIP-29936N
DIP-32584N
DIP-48544N
DIP-29570N
DIP-17013N
DIP-33198N
DIP-50750N
DIP-59227N
DIP-46261N
DIP-29454N
DIP-59408N
DIP-34766N
DIP-4019N
DIP-60949N
DIP-29691N
DIP-5718N
DIP-29381N
DIP-582N
DIP-57020N
DIP-38503N
DIP-59310N
DIP-42607N
DIP-40834N
DIP-33495N
DIP-32955N
DIP-29516N
DIP-36050N
DIP-29642N
DIP-5719N
DIP-31732N
DIP-39343N
DIP-37584N
DIP-31114N
DIP-50901N
DIP-59212N
DIP-43776N
DIP-33449N
DIP-38215N
DIP-36433N
DIP-57N
DIP-50761N
DIP-33188N
DIP-33062N
DIP-40640N
DIP-29244N
DIP-5918N
DIP-133N
DIP-46794N
DIP-44197N
DIP-60961N
DIP-29839N
DIP-46141N
DIP-59484N
DIP-29496N
DIP-61262N
DIP-48756N
DIP-6233N
DIP-33284N
DIP-27595N
DIP-60468N
DIP-45494N
DIP-30846N
DIP-29464N
DIP-61607N
DIP-53799N
DIP-29716N
DIP-2196N
DIP-1702N
DIP-61247N
DIP-43936N
DIP-37566N
DIP-468N
DIP-318N
DIP-46540N
DIP-48546N
DIP-28152N
DIP-42N
DIP-29461N
DIP-24270N
DIP-46369N
DIP-29943N
DIP-61080N
DIP-34898N
DIP-6029N
DIP-426N
DIP-40866N
DIP-38577N
DIP-32953N
DIP-29164N
DIP-5794N
DIP-59718N
DIP-35698N
DIP-123N
DIP-38194N
DIP-29462N
DIP-1062N
DIP-42196N
DIP-505N
DIP-29575N
DIP-60947N
DIP-60786N
DIP-285N
DIP-31606N
DIP-40272N
DIP-24258N
DIP-33681N
DIP-29051N
DIP-39133N
DIP-41731N
DIP-60342N
DIP-33875N
DIP-61246N
DIP-59850N
DIP-59530N
DIP-29883N
DIP-33486N
DIP-31600N
DIP-24215N
DIP-54758N
DIP-48477N
DIP-32682N
DIP-49016N
DIP-48933N
DIP-48719N
DIP-33246N
DIP-552N
DIP-5878N
DIP-47377N
DIP-34002N
DIP-32490N
DIP-35570N
DIP-48837N
DIP-29808N
DIP-59091N
DIP-61486N
DIP-49453N
DIP-48947N
DIP-41247N
DIP-1005N
DIP-48294N
DIP-29361N
DIP-6095N
DIP-33901N
DIP-48657N
DIP-38956N
DIP-24241N
DIP-45826N
DIP-29183N
DIP-41972N
DIP-44939N
DIP-3222N
DIP-59097N
DIP-6167N
DIP-60357N
DIP-38005N
DIP-59327N
DIP-29241N
DIP-40185N
DIP-41788N
DIP-52900N
DIP-33123N
DIP-586N
DIP-44136N
DIP-29923N
DIP-161N
DIP-42668N
DIP-50763N
DIP-29439N
DIP-1077N
DIP-31164N
DIP-605N
DIP-56121N
DIP-33152N
DIP-59010N
DIP-1053N
DIP-17014N
DIP-34071N
DIP-40089N
DIP-58612N
DIP-1161N
DIP-46736N
DIP-36887N
DIP-29139N
DIP-32865N
DIP-46233N
DIP-61627N
DIP-36624N
DIP-34516N
DIP-42378N
DIP-53428N
DIP-42428N
DIP-57599N
DIP-38739N
DIP-37862N
DIP-34068N
DIP-48999N
DIP-36119N
DIP-32624N
DIP-30882N
DIP-277N
DIP-31894N
DIP-1090N
DIP-44088N
DIP-24367N
DIP-5846N
DIP-29712N
DIP-44034N
DIP-29060N
DIP-36127N
DIP-687N
DIP-29193N
DIP-57223N
DIP-51264N
DIP-27579N
DIP-31095N
DIP-59438N
DIP-37875N
DIP-60580N
DIP-59233N
DIP-1399N
DIP-60970N
DIP-59027N
DIP-31966N
DIP-199N
DIP-53651N
DIP-58584N
DIP-31451N
DIP-29683N
DIP-50704N
DIP-59196N
DIP-29432N
DIP-59966N
DIP-56450N
DIP-1258N
DIP-3340N
DIP-61382N
DIP-29814N
DIP-24239N
DIP-27538N
DIP-35264N
DIP-43762N
DIP-24185N
DIP-33140N
DIP-24238N
DIP-354N
DIP-47283N
DIP-40959N
DIP-29876N
DIP-6037N
DIP-61508N
DIP-32711N
DIP-40857N
DIP-29335N
DIP-58642N
DIP-48288N
DIP-1021N
DIP-76N
DIP-33324N
DIP-35580N
DIP-60043N
DIP-35019N
DIP-59332N
DIP-346N
DIP-24212N
DIP-61319N
DIP-30996N
DIP-59895N
DIP-58523N
DIP-48848N
DIP-1042N
DIP-29634N
DIP-139N
DIP-43703N
DIP-46245N
DIP-29692N
DIP-33404N
DIP-31047N
DIP-42500N
DIP-61343N
DIP-37958N
DIP-42855N
DIP-331N
DIP-48970N
DIP-31672N
DIP-39136N
DIP-56844N
DIP-30915N
DIP-43982N
DIP-48676N
DIP-46399N
DIP-59221N
DIP-38873N
DIP-50384N
DIP-59745N
DIP-32874N
DIP-42637N
DIP-24267N
DIP-29832N
DIP-34476N
DIP-28135N
DIP-46843N
DIP-59208N
DIP-36237N
DIP-52951N
DIP-35527N
DIP-29509N
DIP-29229N
DIP-34769N
DIP-34896N
DIP-37029N
DIP-34937N
DIP-31100N
DIP-27626N
DIP-60727N
DIP-44689N
DIP-6021N
DIP-29043N
DIP-41933N
DIP-27525N
DIP-34411N
DIP-232N
DIP-42267N
DIP-5790N
DIP-52730N
DIP-46225N
DIP-36441N
DIP-477N
DIP-32875N
DIP-29919N
DIP-48398N
DIP-724N
DIP-5940N
DIP-5883N
DIP-324N
DIP-36616N
DIP-35198N
DIP-44866N
DIP-46446N
DIP-60625N
DIP-32939N
DIP-29920N
DIP-24236N
DIP-29524N
DIP-60037N
DIP-36479N
DIP-29075N
DIP-30894N
DIP-27524N
DIP-5745N
DIP-35421N
DIP-39770N
DIP-61026N
DIP-427N
DIP-378N
DIP-48632N
DIP-6184N
DIP-59315N
DIP-48374N
DIP-3044N
DIP-61245N
DIP-48945N
DIP-625N
DIP-61079N
DIP-59316N
DIP-34427N
DIP-27566N
DIP-38920N
DIP-29349N
DIP-24171N
DIP-59311N
DIP-58N
DIP-48336N
DIP-1037N
DIP-42121N
DIP-58598N
DIP-46227N
DIP-38298N
DIP-42066N
DIP-44044N
DIP-29493N
DIP-39698N
DIP-39593N
DIP-48949N
DIP-34449N
DIP-29252N
DIP-2654N
DIP-29890N
DIP-46494N
DIP-31504N
DIP-34962N
DIP-48397N
DIP-31126N
DIP-45974N
DIP-369N
DIP-36660N
DIP-29001N
DIP-46470N
DIP-29737N
DIP-42204N
DIP-29948N
DIP-59322N
DIP-5855N
DIP-674N
DIP-60532N
DIP-48542N
DIP-40060N
DIP-27627N
DIP-59044N
DIP-5891N
DIP-50395N
DIP-450N
DIP-28137N
DIP-29446N
DIP-61572N
DIP-29894N
DIP-32982N
DIP-6109N
DIP-5720N
DIP-640N
DIP-1074N
DIP-40825N
DIP-27578N
DIP-29117N
DIP-36698N
DIP-48534N
DIP-61544N
DIP-29875N
DIP-31562N
DIP-24256N
DIP-29933N
DIP-60197N
DIP-50471N
DIP-34662N
DIP-29513N
DIP-29049N
DIP-60348N
DIP-5998N
DIP-44337N
DIP-29855N
DIP-58998N
DIP-3042N
DIP-31646N
DIP-38839N
DIP-162N
DIP-61135N
DIP-29614N
DIP-42462N
DIP-50593N
DIP-122N
DIP-27602N
DIP-554N
DIP-61528N
DIP-60903N
DIP-37968N
DIP-32912N
DIP-39138N
DIP-59186N
DIP-57013N
DIP-59701N
DIP-17024N
DIP-59089N
DIP-61889N
DIP-50059N
DIP-60822N
DIP-1022N
DIP-5929N
DIP-34296N
DIP-29617N
DIP-48479N
DIP-30985N
DIP-59800N
DIP-60509N
DIP-56045N
DIP-6107N
DIP-41153N
DIP-1055N
DIP-35287N
DIP-46206N
DIP-48689N
DIP-46501N
DIP-27642N
DIP-31345N
DIP-41592N
DIP-29394N
DIP-29749N
DIP-31693N
DIP-482N
DIP-52265N
DIP-38423N
DIP-29619N
DIP-33275N
DIP-59418N
DIP-46308N
DIP-60326N
DIP-32862N
DIP-60484N
DIP-29950N
DIP-48530N
DIP-50415N
DIP-48533N
DIP-56496N
DIP-28131N
DIP-2725N
DIP-31291N
DIP-31770N
DIP-884N
DIP-67N
DIP-61119N
DIP-33874N
DIP-5833N
DIP-57028N
DIP-52337N
DIP-33341N
DIP-56N
DIP-59406N
DIP-40506N
DIP-478N
DIP-38700N
DIP-37781N
DIP-29831N
DIP-5969N
DIP-59483N
DIP-48540N
DIP-34637N
DIP-3788N
DIP-51315N
DIP-34868N
DIP-48755N
DIP-1125N
DIP-35684N
DIP-42138N
DIP-40736N
DIP-48956N
DIP-46009N
DIP-42116N
DIP-52N
DIP-6143N
DIP-40297N
DIP-48650N
DIP-56410N
DIP-31733N
DIP-53409N
DIP-29261N
DIP-48349N
DIP-37451N
DIP-34585N
DIP-31029N
DIP-31597N
DIP-5938N
DIP-53028N
DIP-29306N
DIP-56190N
DIP-29811N
DIP-41844N
DIP-574N
DIP-29062N
DIP-46224N
DIP-61480N
DIP-32476N
DIP-85N
DIP-39985N
DIP-29050N
DIP-56412N
DIP-29477N
DIP-59104N
DIP-2251N
DIP-405N
DIP-39699N
DIP-59654N
DIP-29759N
DIP-61267N
DIP-32536N
DIP-60380N
DIP-41775N
DIP-56987N
DIP-35238N
DIP-29778N
DIP-33948N
DIP-41158N
DIP-29774N
DIP-48473N
DIP-5825N
DIP-60649N
DIP-33015N
DIP-50660N
DIP-50289N
DIP-42723N
DIP-483N
DIP-47535N
DIP-83N
DIP-32578N
DIP-31365N
DIP-494N
DIP-40839N
DIP-53826N
DIP-24199N
DIP-316N
DIP-47606N
DIP-58546N
DIP-32691N
DIP-29554N
DIP-61581N
DIP-39164N
DIP-61114N
DIP-31273N
DIP-59359N
DIP-24253N
DIP-5921N
DIP-394N
DIP-24263N
DIP-495N
DIP-48449N
DIP-29689N
DIP-44311N
DIP-59904N
DIP-6116N
DIP-36672N
DIP-44574N
DIP-31167N
DIP-29266N
DIP-1108N
DIP-61053N
DIP-49904N
DIP-56943N
DIP-34050N
DIP-61454N
DIP-35136N
DIP-48570N
DIP-37821N
DIP-29842N
DIP-32979N
DIP-44233N
DIP-36072N
DIP-42865N
DIP-27616N
DIP-50375N
DIP-29742N
DIP-46126N
DIP-33016N
DIP-33700N
DIP-61575N
DIP-41172N
DIP-36801N
DIP-31767N
DIP-29937N
DIP-57614N
DIP-48629N
DIP-37761N
DIP-371N
DIP-226N
DIP-31789N
DIP-60277N
DIP-39742N
DIP-43736N
DIP-48727N
DIP-297N
DIP-46068N
DIP-50092N
DIP-29655N
DIP-31010N
DIP-38023N
DIP-36754N
DIP-29703N
DIP-28133N
DIP-31174N
DIP-28150N
DIP-38203N
DIP-17027N
DIP-31244N
DIP-29954N
DIP-5957N
DIP-56602N
DIP-32773N
DIP-29390N
DIP-287N
DIP-39894N
DIP-29042N
DIP-46153N
DIP-6055N
DIP-5999N
DIP-46402N
DIP-40928N
DIP-61860N
DIP-786N
DIP-32496N
DIP-204N
DIP-45385N
DIP-52255N
DIP-36585N
DIP-48935N
DIP-48563N
DIP-60457N
DIP-61049N
DIP-34137N
DIP-35017N
DIP-32911N
DIP-59729N
DIP-24169N
DIP-6129N
DIP-547N
DIP-60861N
DIP-60344N
DIP-33064N
DIP-30903N
DIP-30958N
DIP-35422N
DIP-109N
DIP-40808N
DIP-5795N
DIP-31595N
DIP-52791N
DIP-31309N
DIP-58583N
DIP-60887N
DIP-5837N
DIP-26135N
DIP-29480N
DIP-33805N
DIP-29752N
DIP-57724N
DIP-41973N
DIP-193N
DIP-36666N
DIP-1045N
DIP-54262N
DIP-24220N
DIP-239N
DIP-5920N
DIP-5730N
DIP-33949N
DIP-4672N
DIP-29571N
DIP-35345N
DIP-638N
DIP-46223N
DIP-38220N
DIP-29016N
DIP-40621N
DIP-29466N
DIP-41703N
DIP-33849N
DIP-44938N
DIP-59473N
DIP-46111N
DIP-24170N
DIP-33556N
DIP-169N
DIP-60562N
DIP-34492N
DIP-47029N
DIP-29761N
DIP-1049N
DIP-61355N
DIP-46564N
DIP-56901N
DIP-29006N
DIP-238N
DIP-29694N
DIP-380N
DIP-31152N
DIP-61021N
DIP-61146N
DIP-29000N
DIP-60358N
DIP-37995N
DIP-61210N
DIP-40363N
DIP-41798N
DIP-50766N
DIP-41085N
DIP-31183N
DIP-51617N
DIP-46212N
DIP-32772N
DIP-5762N
DIP-47737N
DIP-33405N
DIP-30886N
DIP-48478N
DIP-41491N
DIP-41448N
DIP-42467N
DIP-60521N
DIP-48295N
DIP-2664N
DIP-60907N
DIP-42405N
DIP-38196N
DIP-6002N
DIP-46353N
DIP-5967N
DIP-33851N
DIP-61545N
DIP-39391N
DIP-3156N
DIP-47448N
DIP-48284N
DIP-32846N
DIP-53082N
DIP-61851N
DIP-40711N
DIP-48952N
DIP-48977N
DIP-46234N
DIP-60890N
DIP-34757N
DIP-5824N
DIP-29650N
DIP-44269N
DIP-5979N
DIP-61424N
DIP-379N
DIP-28132N
DIP-5930N
DIP-27532N
DIP-60339N
DIP-29419N
DIP-48670N
DIP-50540N
DIP-33841N
DIP-29045N
DIP-32972N
DIP-48792N
DIP-58525N
DIP-29459N
DIP-35299N
DIP-60462N
DIP-29542N
DIP-24207N
DIP-58084N
DIP-35263N
DIP-29354N
DIP-29222N
DIP-27625N
DIP-59339N
DIP-29119N
DIP-328N
DIP-34052N
DIP-53627N
DIP-60338N
DIP-924N
DIP-61120N
DIP-58104N
DIP-29399N
DIP-33534N
DIP-6204N
DIP-33819N
DIP-41115N
DIP-28153N
DIP-160N
DIP-29187N
DIP-35058N
DIP-39479N
DIP-717N
DIP-42310N
DIP-29080N
DIP-30919N
DIP-59414N
DIP-29134N
DIP-29162N
DIP-35308N
DIP-29972N
DIP-41229N
DIP-31916N
DIP-60519N
DIP-47265N
DIP-57842N
DIP-60653N
DIP-60628N
DIP-37952N
DIP-41331N
DIP-30951N
DIP-60093N
DIP-5796N
DIP-40302N
DIP-41110N
DIP-46973N
DIP-33855N
DIP-40869N
DIP-46566N
DIP-48789N
DIP-48954N
DIP-50466N
DIP-38919N
DIP-31502N
DIP-48598N
DIP-57493N
DIP-29586N
DIP-39168N
DIP-48536N
DIP-48656N
DIP-48671N
DIP-29829N
DIP-59632N
DIP-44289N
DIP-5913N
DIP-264N
DIP-46288N
DIP-5931N
DIP-36614N
DIP-5970N
DIP-5893N
DIP-59377N
DIP-39882N
DIP-1134N
DIP-53578N
DIP-59566N
DIP-60337N
DIP-36235N
DIP-29322N
DIP-29227N
DIP-61226N
DIP-31803N
DIP-6044N
DIP-24246N
DIP-46208N
DIP-49946N
DIP-32869N
DIP-60049N
DIP-5865N
DIP-60264N
DIP-38319N
DIP-35196N
DIP-44919N
DIP-59095N
DIP-34970N
DIP-211N
DIP-407N
DIP-41174N
